grid_cell,ba,lat,lon,pr,distance_to_grid,population,surface_area_ofs,surface_area_ons
1671,Ontario.b,51,-84.375,Ontario,132.6308847,0,0,2423.87
1672,Ontario.b,50.5,-84.375,Ontario,77.2585467,0,0,2450.13
1673,Ontario.b,50,-84.375,Ontario,22.9992641,0,0,2476.21
1674,Ontario.b,49.5,-84.375,Ontario,29.0605236,741,0,2502.1
1675,Ontario.b,49,-84.375,Ontario,84.5672694,0,0,2527.79
1676,Ontario.b,48.5,-84.375,Ontario,60.8817729,0,0,2297.97
1677,Ontario.b,48,-84.375,Ontario,10.654172,0,0,2062.88
1678,Ontario.b,47.5,-84.375,Ontario,26.1854008,0,0,2603.72
1679,Ontario.b,47,-84.375,Ontario,11.9900849,0,0,2628.63
168,British Columbia.a,57.5,-127.5,British Columbia,71.7931595,0,0,2066.41
1680,Ontario.b,46.5,-84.375,Ontario,1.8595527,1071,0,2653.35
1681,Ontario.b,46,-84.375,Ontario,57.3712515,6858,0,535.57
1682,Ontario.b,55.5,-83.75,Ontario,366.9841444,0,2179.44,0
1683,Ontario.b,55,-83.75,Ontario,481.3419178,0,1324.38,882.92
1684,Ontario.b,54.5,-83.75,Ontario,430.4781815,0,0,2234.98
1685,Ontario.b,54,-83.75,Ontario,380.9374347,0,0,2262.49
1686,Ontario.b,53.5,-83.75,Ontario,333.3101195,0,0,2289.83
1687,Ontario.b,53,-83.75,Ontario,334.6138925,0,0,2316.99
1688,Ontario.b,52.5,-83.75,Ontario,307.1583177,0,0,2343.98
1689,Ontario.b,52,-83.75,Ontario,251.7559978,0,0,2370.79
169,British Columbia.a,57,-127.5,British Columbia,44.9267357,0,0,1885.42
1690,Ontario.b,51.5,-83.75,Ontario,196.4638924,0,0,2397.42
1691,Ontario.b,51,-83.75,Ontario,141.4113432,0,0,2423.87
1692,Ontario.b,50.5,-83.75,Ontario,89.1348151,0,0,2205.12
1693,Ontario.b,50,-83.75,Ontario,34.0196289,0,0,2476.21
1694,Ontario.b,49.5,-83.75,Ontario,23.4905992,5336,0,2251.89
1695,Ontario.b,49,-83.75,Ontario,78.2843187,0,0,2275.01
1696,Ontario.b,48.5,-83.75,Ontario,77.151431,0,0,2553.3
1697,Ontario.b,48,-83.75,Ontario,30.5262813,0,0,2320.75
1698,Ontario.b,47.5,-83.75,Ontario,45.7546525,2175,0,2603.72
1699,Ontario.b,47,-83.75,Ontario,56.101386,0,0,2628.63
17,British Columbia.a,59,-134.375,British Columbia,334.6304549,0,0,1385.98
170,British Columbia.a,56.5,-127.5,British Columbia,71.1661352,0,0,1910.92
1700,Ontario.b,46.5,-83.75,Ontario,18.9494101,0,0,2388.01
1701,Ontario.b,46,-83.75,Ontario,46.8160026,4028,1071.15,1338.93
1702,Ontario.b,45.5,-83.75,Ontario,94.542371,16,810.65,270.22
1703,Ontario.b,55.5,-83.125,Ontario,333.3946062,0,2179.44,0
1704,Ontario.b,55,-83.125,Ontario,306.3207081,0,1324.38,882.92
1705,Ontario.b,54.5,-83.125,Ontario,415.0282434,0,0,2234.98
1706,Ontario.b,54,-83.125,Ontario,363.1710021,0,0,2262.49
1707,Ontario.b,53.5,-83.125,Ontario,312.6004994,0,0,2289.83
1708,Ontario.b,53,-83.125,Ontario,264.0570572,0,0,2316.99
1709,Ontario.b,52.5,-83.125,Ontario,218.8934646,0,0,2343.98
171,British Columbia.a,56,-127.5,British Columbia,84.6008289,0,0,2151.43
1710,Ontario.b,52,-83.125,Ontario,215.7537924,0,0,2370.79
1711,Ontario.b,51.5,-83.125,Ontario,163.5908836,0,0,2157.68
1712,Ontario.b,51,-83.125,Ontario,114.7004678,0,0,2423.87
1713,Ontario.b,50.5,-83.125,Ontario,96.4032961,0,0,2450.13
1714,Ontario.b,50,-83.125,Ontario,50.2006209,0,0,2476.21
1715,Ontario.b,49.5,-83.125,Ontario,43.9168849,200,0,2502.1
1716,Ontario.b,49,-83.125,Ontario,67.0945909,757,0,2275.01
1717,Ontario.b,48.5,-83.125,Ontario,76.059864,0,0,2553.3
1718,Ontario.b,48,-83.125,Ontario,27.6167101,0,0,2320.75
1719,Ontario.b,47.5,-83.125,Ontario,43.8451239,0,0,2343.35
172,British Columbia.a,55.5,-127.5,British Columbia,29.614039,0,0,2179.44
1720,Ontario.b,47,-83.125,Ontario,12.1043535,0,0,2365.77
1721,Ontario.b,46.5,-83.125,Ontario,24.1378202,0,0,2122.68
1722,Ontario.b,46,-83.125,Ontario,28.1661813,16090,1071.15,1606.72
1723,Ontario.b,45.5,-83.125,Ontario,82.544823,1382,1891.52,540.43
1724,Ontario.a,45,-83.125,Ontario,135.9371961,0,545.26,0
1725,Ontario.a,43,-83.125,Ontario,55.0681784,0,0,0
1726,Ontario.a,42.5,-83.125,Ontario,22.3291314,0,142.18,142.18
1727,Ontario.a,42,-83.125,Ontario,28.6438345,392950,859.94,1433.24
1728,Ontario.a,41.5,-83.125,Ontario,69.4670799,29910,1444.54,0
1729,Ontario.b,55.5,-82.5,Ontario,301.4208766,0,2179.44,0
173,British Columbia.a,55,-127.5,British Columbia,27.9076235,594,0,2207.29
1730,Ontario.b,55,-82.5,Ontario,270.7018342,0,1986.57,220.73
1731,Ontario.b,54.5,-82.5,Ontario,248.7643824,0,1564.48,670.49
1732,Ontario.b,54,-82.5,Ontario,332.8823638,0,1583.74,678.75
1733,Ontario.b,53.5,-82.5,Ontario,296.5816251,0,1144.91,1144.91
1734,Ontario.b,53,-82.5,Ontario,244.6510641,0,1158.5,1158.5
1735,Ontario.b,52.5,-82.5,Ontario,194.7544931,1586,703.19,1640.79
1736,Ontario.b,52,-82.5,Ontario,148.9502221,0,0,2370.79
1737,Ontario.b,51.5,-82.5,Ontario,151.8930733,0,0,2397.42
1738,Ontario.b,51,-82.5,Ontario,97.0854666,0,0,2423.87
1739,Ontario.b,50.5,-82.5,Ontario,44.2922646,0,0,2450.13
174,British Columbia.a,54.5,-127.5,British Columbia,37.8144113,12444,0,2234.98
1740,Ontario.b,50,-82.5,Ontario,24.0259296,2546,0,2476.21
1741,Ontario.b,49.5,-82.5,Ontario,9.7059057,0,0,2251.89
1742,Ontario.b,49,-82.5,Ontario,44.6794653,9681,0,2275.01
1743,Ontario.b,48.5,-82.5,Ontario,50.8397249,0,0,2553.3
1744,Ontario.b,48,-82.5,Ontario,49.8673492,0,0,2578.61
1745,Ontario.b,47.5,-82.5,Ontario,84.9567776,2902,0,2343.35
1746,Ontario.b,47,-82.5,Ontario,56.685591,0,0,2365.77
1747,Ontario.b,46.5,-82.5,Ontario,11.2495215,0,0,2653.35
1748,Ontario.b,46,-82.5,Ontario,27.0039909,5022,535.57,2142.29
1749,Ontario.b,45.5,-82.5,Ontario,80.1006379,5703,1351.09,1351.09
175,British Columbia.a,54,-127.5,British Columbia,42.0157182,0,0,2262.49
1750,Ontario.a,45,-82.5,Ontario,103.2937781,0,2589.96,0
1751,Ontario.a,44.5,-82.5,Ontario,74.1022764,0,2200.14,0
1752,Ontario.a,44,-82.5,Ontario,71.3813651,0,1941.7,0
1753,Ontario.a,43.5,-82.5,Ontario,59.2250155,0,1678.4,0
1754,Ontario.a,43,-82.5,Ontario,9.2227694,97105,1410.3,564.12
1755,Ontario.a,42.5,-82.5,Ontario,15.1928802,31377,0,2559.28
1756,Ontario.a,42,-82.5,Ontario,16.8056179,103988,1146.59,1719.88
1757,Ontario.a,41.5,-82.5,Ontario,64.4486575,0,1155.63,0
1758,Ontario.b,55.5,-81.875,Ontario,271.6371003,0,2179.44,0
1759,Ontario.b,55,-81.875,Ontario,236.6365229,0,2207.29,0
176,British Columbia.a,53.5,-127.5,British Columbia,29.5407373,0,0,2060.85
1760,Ontario.b,54.5,-81.875,Ontario,210.6826372,0,2234.98,0
1761,Ontario.b,54,-81.875,Ontario,197.3770593,0,2262.49,0
1762,Ontario.b,53.5,-81.875,Ontario,266.5970631,0,2289.83,0
1763,Ontario.b,53,-81.875,Ontario,214.3044233,0,1390.2,926.8
1764,Ontario.b,52.5,-81.875,Ontario,177.8966046,0,1640.79,703.19
1765,Ontario.b,52,-81.875,Ontario,125.8303011,775,948.32,1422.48
1766,Ontario.b,51.5,-81.875,Ontario,78.7486132,0,0,2397.42
1767,Ontario.b,51,-81.875,Ontario,54.2798438,0,0,2423.87
1768,Ontario.b,50.5,-81.875,Ontario,39.0689612,0,0,2450.13
1769,Ontario.b,50,-81.875,Ontario,18.7318691,0,0,2476.21
177,British Columbia.a,53,-127.5,British Columbia,69.1887597,0,0,1853.59
1770,Ontario.b,49.5,-81.875,Ontario,23.3450532,0,0,2502.1
1771,Ontario.b,49,-81.875,Ontario,34.6644776,1200,0,2527.79
1772,Ontario.b,48.5,-81.875,Ontario,29.1524965,0,0,2553.3
1773,Ontario.b,48,-81.875,Ontario,27.1090092,41145,0,2578.61
1774,Ontario.b,47.5,-81.875,Ontario,35.3992653,210,0,2603.72
1775,Ontario.b,47,-81.875,Ontario,54.4784876,0,0,2628.63
1776,Ontario.b,46.5,-81.875,Ontario,24.4140119,0,0,2388.01
1777,Ontario.b,46,-81.875,Ontario,2.880512,6594,0,2142.29
1778,Ontario.b,45.5,-81.875,Ontario,53.7602728,3736,2161.74,540.43
1779,Ontario.a,45,-81.875,Ontario,77.891439,7045,2181.02,545.26
178,British Columbia.a,52.5,-127.5,British Columbia,121.8663873,0,0,1875.19
1780,Ontario.a,44.5,-81.875,Ontario,29.1329585,799,2200.14,550.03
1781,Ontario.a,44,-81.875,Ontario,23.0909811,35899,1109.54,1664.31
1782,Ontario.a,43.5,-81.875,Ontario,21.4264512,39718,839.2,1958.13
1783,Ontario.a,43,-81.875,Ontario,12.670604,48518,564.12,2256.48
1784,Ontario.a,42.5,-81.875,Ontario,1.0547817,47407,568.73,2274.91
1785,Ontario.a,42,-81.875,Ontario,46.7093826,0,2006.53,286.65
1786,Ontario.a,41.5,-81.875,Ontario,95.833852,0,288.91,0
1787,Ontario.b,55.5,-81.25,Ontario,244.8465305,0,2179.44,0
1788,Ontario.b,55,-81.25,Ontario,204.9044144,0,2207.29,0
1789,Ontario.b,54.5,-81.25,Ontario,173.7893758,0,2234.98,0
179,British Columbia.a,52,-127.5,British Columbia,143.0118336,0,0,1659.55
1790,Ontario.b,54,-81.25,Ontario,156.8458094,0,2262.49,0
1791,Ontario.b,53.5,-81.25,Ontario,257.2297987,0,2289.83,0
1792,Ontario.b,53,-81.25,Ontario,202.3916842,0,1853.59,463.4
1793,Ontario.b,52.5,-81.25,Ontario,148.1205675,0,1406.39,937.59
1794,Ontario.b,52,-81.25,Ontario,95.3891787,0,2252.25,118.54
1795,Ontario.b,51.5,-81.25,Ontario,59.7045807,0,479.48,1917.94
1796,Ontario.b,51,-81.25,Ontario,9.2706364,1512,0,2181.48
1797,Ontario.b,50.5,-81.25,Ontario,16.8413325,0,0,2450.13
1798,Ontario.b,50,-81.25,Ontario,20.8231049,0,0,2476.21
1799,Ontario.b,49.5,-81.25,Ontario,12.8375873,0,0,2502.1
18,British Columbia.a,58.5,-134.375,British Columbia,295.849046,0,0,1004.47
180,British Columbia.a,51.5,-127.5,British Columbia,87.4143999,77,0,1917.94
1800,Ontario.b,49,-81.25,Ontario,12.2009997,5518,0,2527.79
1801,Ontario.b,48.5,-81.25,Ontario,2.8112659,4418,0,2297.97
1802,Ontario.b,48,-81.25,Ontario,41.4067287,66,0,2320.75
1803,Ontario.b,47.5,-81.25,Ontario,11.6068035,3478,0,2603.72
1804,Ontario.b,47,-81.25,Ontario,37.1371912,0,0,2628.63
1805,Ontario.b,46.5,-81.25,Ontario,7.2409741,166128,0,2388.01
1806,Ontario.b,46,-81.25,Ontario,42.4812249,814,0,2677.86
1807,Ontario.b,45.5,-81.25,Ontario,73.8579266,0,2161.74,540.43
1808,Ontario.a,45,-81.25,Ontario,55.1828163,0,2726.28,0
1809,Ontario.a,44.5,-81.25,Ontario,27.2409549,53914,1925.12,825.05
181,British Columbia.a,51,-127.5,British Columbia,31.81707,0,0,1939.1
1810,Ontario.a,44,-81.25,Ontario,12.4580723,50755,0,2773.86
1811,Ontario.a,43.5,-81.25,Ontario,9.1263576,50834,0,2797.33
1812,Ontario.a,43,-81.25,Ontario,0.9938026,178303,0,2820.59
1813,Ontario.a,42.5,-81.25,Ontario,33.0649023,540362,853.09,1990.55
1814,Ontario.a,42,-81.25,Ontario,83.6263672,0,1433.24,0
1815,Ontario.b,55.5,-80.625,Ontario,222.1372731,0,2179.44,0
1816,Ontario.b,55,-80.625,Ontario,176.7696545,0,2207.29,0
1817,Ontario.b,54.5,-80.625,Ontario,139.0379355,0,2234.98,0
1818,Ontario.b,54,-80.625,Ontario,116.6065111,0,2262.49,0
1819,Ontario.b,53.5,-80.625,Ontario,118.5078207,0,2289.83,0
182,British Columbia.a,50.5,-127.5,British Columbia,6.6203992,8582,1715.09,735.04
1820,Ontario.b,53,-80.625,Ontario,199.0997252,0,2316.99,0
1821,Ontario.b,52.5,-80.625,Ontario,143.5369576,0,2343.98,0
1822,Ontario.b,52,-80.625,Ontario,88.0180088,0,2370.79,0
1823,Ontario.b,51.5,-80.625,Ontario,32.7663788,0,2157.68,239.74
1824,Ontario.b,51,-80.625,Ontario,24.052055,1376,727.16,1696.71
1825,Ontario.b,50.5,-80.625,Ontario,62.9372432,0,0,2450.13
1826,Ontario.b,50,-80.625,Ontario,71.8596689,0,0,1980.97
1827,Ontario.b,49.5,-80.625,Ontario,42.8717868,0,0,2502.1
1828,Ontario.b,49,-80.625,Ontario,26.1584525,0,0,2527.79
1829,Ontario.b,48.5,-80.625,Ontario,15.7405853,2572,0,2042.64
183,British Columbia.a,50,-127.5,British Columbia,48.9866427,896,495.24,1980.97
1830,Ontario.b,48,-80.625,Ontario,7.3948657,7780,0,2578.61
1831,Ontario.b,47.5,-80.625,Ontario,38.7883102,348,0,2603.72
1832,Ontario.b,47,-80.625,Ontario,47.7715149,0,0,2102.91
1833,Ontario.b,46.5,-80.625,Ontario,5.2371299,3814,0,2122.68
1834,Ontario.b,46,-80.625,Ontario,54.7486522,18969,0,2142.29
1835,Ontario.b,45.5,-80.625,Ontario,47.0821597,3883,540.43,2161.74
1836,Ontario.a,45,-80.625,Ontario,56.7961135,15135,1908.39,817.88
1837,Ontario.a,44.5,-80.625,Ontario,5.0274804,47876,2475.15,275.02
1838,Ontario.a,44,-80.625,Ontario,15.4855345,83934,0,2773.86
1839,Ontario.a,43.5,-80.625,Ontario,5.7038288,281287,0,2797.33
184,British Columbia.a,49.5,-127.5,British Columbia,80.3965552,29,2001.68,500.42
1840,Ontario.a,43,-80.625,Ontario,13.5304765,687090,0,2820.59
1841,Ontario.a,42.5,-80.625,Ontario,42.1627174,68265,1137.46,1706.18
1842,Ontario.a,42,-80.625,Ontario,92.1333072,0,859.94,0
1843,Quebec.b,58.5,-80,Quebec,530.0319829,0,2008.93,0
1844,Quebec.b,58,-80,Quebec,475.0288131,0,2037.75,0
1845,Quebec.b,55.5,-80,Quebec,204.8731016,0,2179.44,0
1846,Quebec.b,55,-80,Quebec,154.2166134,0,2207.29,0
1847,Quebec.b,54.5,-80,Quebec,108.5100204,0,1787.98,447
1848,Quebec.b,54,-80,Quebec,77.123082,0,2036.24,226.25
1849,Quebec.b,53.5,-80,Quebec,79.3939521,0,2289.83,0
185,British Columbia.a,59.5,-126.875,British Columbia,278.7178254,0,0,1950.85
1850,Quebec.b,53,-80,Quebec,80.8317667,0,2316.99,0
1851,Quebec.b,52.5,-80,Quebec,98.8785398,0,2343.98,0
1852,Ontario.b,52,-80,Ontario,100.6100118,0,2370.79,0
1853,Ontario.b,51.5,-80,Ontario,58.8957012,0,2157.68,239.74
1854,Ontario.b,51,-80,Ontario,54.745453,0,969.55,1454.32
1855,Ontario.b,50.5,-80,Ontario,93.3137583,0,0,2450.13
1856,Ontario.b,50,-80,Ontario,72.6355214,0,0,2476.21
1857,Ontario.b,49.5,-80,Ontario,55.5766169,0,0,2502.1
1858,Ontario.b,49,-80,Ontario,45.6797832,0,0,1516.68
1859,Ontario.b,48.5,-80,Ontario,24.9417245,1436,0,2553.3
186,British Columbia.a,59,-126.875,British Columbia,223.1427149,0,0,1979.97
1860,Ontario.b,48,-80,Ontario,7.5589176,1480,0,2578.61
1861,Ontario.b,47.5,-80,Ontario,22.4255251,8778,0,2343.35
1862,Ontario.b,47,-80,Ontario,16.0650285,16089,0,2628.63
1863,Ontario.b,46.5,-80,Ontario,11.0237638,0,0,2653.35
1864,Ontario.b,46,-80,Ontario,45.5107207,60035,0,1874.5
1865,Ontario.b,45.5,-80,Ontario,5.7815604,8003,0,2702.17
1866,Ontario.a,45,-80,Ontario,35.2148386,15258,272.63,2453.65
1867,Ontario.a,44.5,-80,Ontario,12.8194568,109989,550.03,2200.14
1868,Ontario.a,44,-80,Ontario,15.8688243,456222,0,2219.09
1869,Ontario.a,43.5,-80,Ontario,16.0839665,4922844,559.47,2237.87
187,British Columbia.a,58.5,-126.875,British Columbia,167.5824261,0,0,2008.93
1870,Ontario.a,43,-80,Ontario,5.5244252,1173095,1128.24,1692.36
1871,Ontario.a,42.5,-80,Ontario,33.7227485,49216,1990.55,853.09
1872,Ontario.a,42,-80,Ontario,89.1265044,0,143.32,0
1873,Quebec.b,59.5,-79.375,Quebec,637.4390978,0,1950.85,0
1874,Quebec.b,59,-79.375,Quebec,581.9187859,0,1979.97,0
1875,Quebec.b,58.5,-79.375,Quebec,526.4147101,0,2008.93,0
1876,Quebec.b,58,-79.375,Quebec,470.9326111,0,2037.75,0
1877,Quebec.b,57.5,-79.375,Quebec,415.4812934,0,2066.41,0
1878,Quebec.b,55.5,-79.375,Quebec,194.5108376,0,2179.44,0
1879,Quebec.b,55,-79.375,Quebec,139.972017,0,2207.29,0
188,British Columbia.a,58,-126.875,British Columbia,112.0590075,0,0,2037.75
1880,Quebec.b,54.5,-79.375,Quebec,86.7869166,0,670.49,1564.48
1881,Quebec.b,54,-79.375,Quebec,40.6678746,0,452.5,1809.99
1882,Quebec.b,53.5,-79.375,Quebec,44.2480163,4985,1144.91,1144.91
1883,Quebec.b,53,-79.375,Quebec,39.014528,1562,1158.5,1158.5
1884,Quebec.b,52.5,-79.375,Quebec,68.6105758,0,2109.58,234.4
1885,Quebec.b,52,-79.375,Quebec,118.6371251,0,2370.79,0
1886,Quebec.b,51.5,-79.375,Quebec,98.122714,0,1678.2,719.23
1887,Quebec.b,51,-79.375,Quebec,134.8859445,0,484.77,1939.1
1888,Quebec.b,50.5,-79.375,Quebec,81.6034988,0,0,2450.13
1889,Quebec.b,50,-79.375,Quebec,48.7560626,0,0,2476.21
189,British Columbia.a,57.5,-126.875,British Columbia,56.6809149,0,0,2066.41
1890,Quebec.b,49.5,-79.375,Quebec,12.6485204,0,0,2502.1
1891,Quebec.b,49,-79.375,Quebec,0.5146338,0,0,2527.79
1892,Quebec.b,48.5,-79.375,Quebec,30.3051622,19186,0,2042.64
1893,Quebec.b,48,-79.375,Quebec,42.451229,42313,0,2320.75
1894,Quebec.b,47.5,-79.375,Quebec,8.6859075,2231,0,2343.35
1895,Quebec.b,47,-79.375,Quebec,16.5598829,3400,0,2365.77
1896,Quebec.b,46.5,-79.375,Quebec,12.9829365,4736,0,2388.01
1897,Ontario.b,46,-79.375,Ontario,37.1674598,12460,0,2677.86
1898,Ontario.a,45.5,-79.375,Ontario,32.9364344,6656,0,2702.17
1899,Ontario.a,45,-79.375,Ontario,7.8240311,27494,0,2453.65
19,British Columbia.a,59.5,-133.75,British Columbia,357.8774123,18,0,1755.76
190,British Columbia.a,57,-126.875,British Columbia,7.0981953,0,0,2094.91
1900,Ontario.a,44.5,-79.375,Ontario,19.8302423,121084,0,2475.15
1901,Ontario.a,44,-79.375,Ontario,6.8582675,153566,0,2219.09
1902,Ontario.a,43.5,-79.375,Ontario,15.6280287,878239,1958.13,839.2
1903,Ontario.a,43,-79.375,Ontario,8.1260108,292314,564.12,564.12
1904,Ontario.a,42.5,-79.375,Ontario,43.7157224,115571,568.73,568.73
1905,Quebec.b,59.5,-78.75,Quebec,636.8019086,0,1950.85,0
1906,Quebec.b,59,-78.75,Quebec,581.2106093,0,1781.97,198
1907,Quebec.b,58.5,-78.75,Quebec,525.6206099,0,1406.25,602.68
1908,Quebec.b,58,-78.75,Quebec,470.0323717,1821,2037.75,0
1909,Quebec.b,57.5,-78.75,Quebec,414.4466033,0,2066.41,0
191,British Columbia.a,56.5,-126.875,British Columbia,55.4093491,0,0,2123.25
1910,Quebec.b,57,-78.75,Quebec,358.8644525,0,2094.91,0
1911,Quebec.b,56.5,-78.75,Quebec,303.2879082,0,2123.25,0
1912,Quebec.b,56,-78.75,Quebec,247.7207439,0,2151.43,0
1913,Quebec.b,55.5,-78.75,Quebec,192.1710965,0,2179.44,0
1914,Quebec.b,55,-78.75,Quebec,136.6603286,0,1986.57,220.73
1915,Quebec.b,54.5,-78.75,Quebec,81.2681499,0,223.5,2011.48
1916,Quebec.b,54,-78.75,Quebec,26.7419272,0,0,2262.49
1917,Quebec.b,53.5,-78.75,Quebec,28.3202227,0,0,2289.83
1918,Quebec.b,53,-78.75,Quebec,2.8958497,0,0,2316.99
1919,Quebec.b,52.5,-78.75,Quebec,56.3575317,0,0,2343.98
192,British Columbia.a,56,-126.875,British Columbia,110.7797855,0,0,2151.43
1920,Quebec.b,52,-78.75,Quebec,111.9201155,924,474.16,1896.63
1921,Quebec.b,51.5,-78.75,Quebec,167.5058465,0,0,2397.42
1922,Quebec.b,51,-78.75,Quebec,132.4476746,2536,0,2423.87
1923,Quebec.b,50.5,-78.75,Quebec,77.4618045,0,0,2450.13
1924,Quebec.b,50,-78.75,Quebec,25.3065265,0,0,2228.59
1925,Quebec.b,49.5,-78.75,Quebec,38.2446582,0,0,2251.89
1926,Quebec.b,49,-78.75,Quebec,43.4040654,0,0,2527.79
1927,Quebec.b,48.5,-78.75,Quebec,21.4520056,2992,0,2553.3
1928,Quebec.b,48,-78.75,Quebec,14.8820704,2162,0,2062.88
1929,Quebec.b,47.5,-78.75,Quebec,49.918187,496,0,2082.98
193,British Columbia.a,55.5,-126.875,British Columbia,82.8322969,0,0,2179.44
1930,Quebec.b,47,-78.75,Quebec,41.0449287,285,0,2365.77
1931,Quebec.b,46.5,-78.75,Quebec,13.1953016,10,0,2388.01
1932,Ontario.b,46,-78.75,Ontario,41.964431,2863,0,2410.08
1933,Ontario.a,45.5,-78.75,Ontario,57.6231509,102,0,2431.95
1934,Ontario.a,45,-78.75,Ontario,10.4206714,7182,0,2453.65
1935,Ontario.a,44.5,-78.75,Ontario,12.6786418,17240,0,2750.17
1936,Ontario.a,44,-78.75,Ontario,7.4780625,132051,0,2219.09
1937,Ontario.a,43.5,-78.75,Ontario,42.0047567,139240,1398.67,559.47
1938,Quebec.b,59.5,-78.125,Quebec,636.8516837,0,1560.68,390.17
1939,Quebec.b,59,-78.125,Quebec,581.3621601,0,395.99,1583.97
194,British Columbia.a,55,-126.875,British Columbia,30.7649508,75,0,1986.57
1940,Quebec.b,58.5,-78.125,Quebec,525.8953682,0,0,2008.93
1941,Quebec.b,58,-78.125,Quebec,470.4593483,0,1222.65,815.1
1942,Quebec.b,57.5,-78.125,Quebec,415.0664303,0,2066.41,0
1943,Quebec.b,57,-78.125,Quebec,359.7365253,0,2094.91,0
1944,Quebec.b,56.5,-78.125,Quebec,304.503985,0,2123.25,0
1945,Quebec.b,56,-78.125,Quebec,249.4334965,0,2151.43,0
1946,Quebec.b,55.5,-78.125,Quebec,194.662643,0,2179.44,0
1947,Quebec.b,55,-78.125,Quebec,143.8254987,792,882.92,1324.38
1948,Quebec.b,54.5,-78.125,Quebec,89.6324567,0,0,2011.48
1949,Quebec.b,54,-78.125,Quebec,39.551281,0,0,2036.24
195,British Columbia.a,54.5,-126.875,British Columbia,7.27047,836,0,2011.48
1950,Quebec.b,53.5,-78.125,Quebec,35.73169,0,0,1602.88
1951,Quebec.b,53,-78.125,Quebec,44.6390755,0,0,2085.29
1952,Quebec.b,52.5,-78.125,Quebec,71.9955685,0,0,2109.58
1953,Quebec.b,52,-78.125,Quebec,120.6487937,0,0,2133.71
1954,Quebec.b,51.5,-78.125,Quebec,173.5250867,0,0,2157.68
1955,Quebec.b,51,-78.125,Quebec,146.6139219,0,0,2181.48
1956,Quebec.b,50.5,-78.125,Quebec,92.7042674,0,0,2205.12
1957,Quebec.b,50,-78.125,Quebec,48.7233136,0,0,2228.59
1958,Quebec.b,49.5,-78.125,Quebec,6.9564079,1402,0,2502.1
1959,Quebec.b,49,-78.125,Quebec,13.0321828,0,0,2527.79
196,British Columbia.a,54,-126.875,British Columbia,43.294338,3052,0,2262.49
1960,Quebec.b,48.5,-78.125,Quebec,5.6508437,15777,0,2553.3
1961,Quebec.b,48,-78.125,Quebec,12.5399688,41234,0,2062.88
1962,Quebec.b,47.5,-78.125,Quebec,33.0041289,0,0,2082.98
1963,Quebec.b,47,-78.125,Quebec,86.6323641,0,0,2365.77
1964,Quebec.b,46.5,-78.125,Quebec,48.4211533,0,0,2653.35
1965,Ontario.a,46,-78.125,Ontario,38.7588599,408,0,2677.86
1966,Ontario.a,45.5,-78.125,Ontario,7.9451942,7392,0,2431.95
1967,Ontario.a,45,-78.125,Ontario,43.5036502,11015,0,2453.65
1968,Ontario.a,44.5,-78.125,Ontario,27.7089458,16357,0,2750.17
1969,Ontario.a,44,-78.125,Ontario,10.3912265,104358,0,2496.47
197,British Columbia.a,53.5,-126.875,British Columbia,27.5617638,0,0,1831.86
1970,Ontario.a,43.5,-78.125,Ontario,52.2192304,0,1678.4,279.73
1971,Quebec.b,59.5,-77.5,Quebec,635.7292709,0,0,1755.76
1972,Quebec.b,59,-77.5,Quebec,580.1321418,0,0,1979.97
1973,Quebec.b,58.5,-77.5,Quebec,524.5350833,0,0,2008.93
1974,Quebec.b,58,-77.5,Quebec,468.9381206,0,203.77,1833.97
1975,Quebec.b,57.5,-77.5,Quebec,413.3412923,0,1653.12,413.28
1976,Quebec.b,57,-77.5,Quebec,357.744661,0,2094.91,0
1977,Quebec.b,56.5,-77.5,Quebec,302.1483356,0,2123.25,0
1978,Quebec.b,56,-77.5,Quebec,246.5525228,0,2151.43,0
1979,Quebec.b,55.5,-77.5,Quebec,190.9576707,0,1307.67,871.78
198,British Columbia.a,53,-126.875,British Columbia,77.7675121,0,0,2085.29
1980,Quebec.b,55,-77.5,Quebec,135.3649626,1022,0,2096.93
1981,Quebec.b,54.5,-77.5,Quebec,79.7788809,0,0,2011.48
1982,Quebec.b,54,-77.5,Quebec,24.2450449,0,0,2262.49
1983,Quebec.b,53.5,-77.5,Quebec,31.5139683,0,0,686.95
1984,Quebec.b,53,-77.5,Quebec,82.2987204,0,0,2085.29
1985,Quebec.b,52.5,-77.5,Quebec,61.6417477,0,0,2343.98
1986,Quebec.b,52,-77.5,Quebec,94.9004806,0,0,2133.71
1987,Quebec.b,51.5,-77.5,Quebec,142.8092388,0,0,2157.68
1988,Quebec.b,51,-77.5,Quebec,144.8171531,0,0,2181.48
1989,Quebec.b,50.5,-77.5,Quebec,89.8045212,0,0,1715.09
199,British Columbia.a,52.5,-126.875,British Columbia,132.3558014,0,0,2343.98
1990,Quebec.b,50,-77.5,Quebec,36.6038015,0,0,1980.97
1991,Quebec.b,49.5,-77.5,Quebec,28.2305969,0,0,2251.89
1992,Quebec.b,49,-77.5,Quebec,34.7032497,2091,0,2527.79
1993,Quebec.b,48.5,-77.5,Quebec,13.0900289,261,0,2297.97
1994,Quebec.b,48,-77.5,Quebec,9.8358034,2706,0,2320.75
1995,Quebec.b,47.5,-77.5,Quebec,65.4276678,257,0,2343.35
1996,Quebec.b,47,-77.5,Quebec,92.1625479,0,0,2365.77
